4000 30000
3926 3959 457516
2356 3234 245092
558 2935 723001
209 3755 575722
2559 2964 339879
1892 2778 203634
2748 3331 460512
2531 3910 349212
968 2396 359246
3042 3498 75143
1996 3320 871101
2027 3512 990335
605 2584 705621
3144 3958 29728
32 1702 480691
832 3911 154582
162 3546 673681
58 3044 133942
363 1270 996337
868 3860 455731
11 1855 75050
1367 3113 733428
1800 2323 440363
2632 3421 407506
1501 2663 109560
2192 2574 766743
1126 2471 635256
2528 3159 922299
150 1102 426662
1017 1791 98873
1380 1522 540728
492 924 242446
2291 2352 932768
2063 2715 367399
2574 3564 638413
486 2107 52986
3229 3585 847456
2485 2743 482336
196 1136 790485
150 1987 163853
3024 3508 161232
104 784 170075
2550 3135 180717
1850 3318 898780
423 3069 386695
1260 1482 125153
488 2821 268737
2629 3324 523832
811 965 24379
961 3802 250365
8 336 690225
439 1592 419008
2988 3668 686494
385 2657 900343
2077 3517 17117
2212 3910 146376
2730 3718 571215
455 1711 410538
639 3027 135701
1019 3181 140661
3188 3736 556996
779 1961 441786
798 1321 4773
1183 3816 211429
511 699 945505
1981 3263 361766
709 2980 480496
3786 3925 214558
425 2815 13584
1795 2516 700764
1530 3529 956303
877 3843 425082
1163 2663 826231
1330 3788 791413
2193 3569 252112
173 1426 627726
881 3193 10705
1157 3689 702490
324 2599 226914
183 2839 641060
1300 2720 162590
1603 3596 514432
2259 3037 631946
1269 2046 685276
682 1615 607468
1146 3040 931992
872 2584 805224
2272 3929 798381
870 2420 354704
1405 1686 609894
2704 2747 704613
306 1689 228561
473 3343 590819
419 963 345216
1996 2047 703182
1867 3142 126574
365 1859 977157
646 3084 251781
1817 3065 165002
873 1102 246758
200 3119 681461
85 1888 458119
646 2360 1813
3131 3817 138775
1177 1385 176770
568 3044 884263
1254 3494 888980
689 1003 201625
1136 2505 41041
2139 3729 634142
1249 2848 138342
2711 2932 232581
1182 3577 914941
2995 3393 366423
777 1770 239599
1696 2892 690994
1541 3156 136248
136 2544 896936
31 2113 771441
2169 3154 663521
1296 3770 150368
2480 3990 485651
572 3661 865227
2655 3865 428971
776 2288 522100
19 2239 364147
1234 3174 81688
1482 3661 684583
1773 2770 424613
926 2563 983134
2085 2574 606903
453 2563 493734
2457 3486 101746
3684 3702 432752
1008 1989 625527
580 3108 889545
1813 3607 109071
1295 3646 173083
2230 2415 283208
978 3196 964133
2330 3414 399058
1585 3866 209973
2674 3319 629458
1065 2358 121512
1817 3717 503500
3176 3696 80431
1593 2782 994243
429 3016 930240
100 2658 752655
1853 3308 781984
534 3793 165397
2118 3204 569614
1177 1788 480288
2987 3204 278997
499 1372 394713
352 1419 382240
783 3364 573021
2379 3379 81449
1619 2478 108459
2137 2626 562311
962 1930 975197
1133 2711 437666
326 2661 959806
966 1647 127009
315 2498 404733
2849 3380 902151
1620 3983 541514
2641 3361 948245
443 1332 779074
309 902 317211
1271 3565 559492
333 2762 388624
658 781 563636
587 1975 197634
2289 3596 412131
681 1668 743331
3185 3287 755314
1051 2280 475026
1296 2722 832709
371 3623 581018
1582 3539 534640
1074 2301 858972
2050 3433 639982
19 2038 874308
3672 3966 840949
647 3804 934616
3135 3831 570255
881 2449 320886
1828 2529 751607
2537 2899 3581
832 3907 639119
1905 2899 149771
306 2224 973203
2343 2558 69221
1218 2014 81187
1817 2167 930185
1136 1304 2015
104 3743 387247
629 1931 517775
236 820 689025
169 1078 701856
3288 3977 115760
1060 2552 868417
1109 2615 490759
2326 3837 213125
493 1376 931293
1980 3561 388596
1722 1928 856700
1527 2350 326982
2937 3655 115801
680 3105 836879
2392 2537 541207
2649 3803 87758
2770 3067 149218
2178 2958 599895
333 3303 280739
245 2949 642718
2524 3545 772439
402 597 507140
56 3932 82076
736 3733 17180
964 3272 467924
1920 2523 584078
1338 2633 338847
3851 3868 317804
3170 3747 118488
486 2470 154732
2367 3205 977607
2963 3996 458009
3137 3246 630064
1213 2979 699151
294 2746 850774
2670 3169 717046
1801 3100 166383
1652 1948 722250
1398 3752 597772
2235 2241 240593
1325 1791 522959
1787 3285 334274
1275 1294 1519
2487 3710 156849
1584 3214 637143
605 1988 16311
3034 3705 898463
1652 1770 400114
372 1755 153863
2496 3995 924098
1672 3090 869888
956 2401 280026
675 2601 145300
2195 2310 64139
1523 3396 53722
891 3863 614679
1554 3248 298383
18 1017 476386
132 1741 950140
588 1996 354487
2446 3677 844158
334 2430 429465
713 3104 52065
1650 2013 858374
1046 2152 580249
227 2288 552111
2906 3842 7358
1289 3859 628727
342 1675 138467
2689 3815 167054
1134 2654 955083
1820 2812 25512
277 2532 228967
342 544 50617
3048 3069 680014
3274 3318 754301
2179 3781 322494
3491 3819 250352
218 1493 970694
1659 3037 153734
313 2092 690868
1527 3476 484687
105 3391 331570
358 446 344113
3327 3866 619160
3341 3535 726785
1995 3315 248963
489 2806 33133
3194 3375 522977
2240 2412 668636
855 3974 857300
2381 2842 416775
2123 3881 809231
2480 3451 537677
1807 3917 525894
1499 3429 321429
2215 3845 509095
334 3530 579900
664 3879 195275
2118 3641 10038
629 2091 674892
1285 2281 177624
1517 3409 543746
640 968 2225
1236 2669 636383
564 664 609882
1993 3230 226078
3088 3112 774763
127 3341 22641
119 2968 973110
1006 1100 263553
3380 3898 584837
1522 2788 454353
1268 3780 203672
2448 3845 176907
229 3011 25923
1355 2463 477504
541 795 780615
487 3305 1093
2298 3454 629212
811 3409 366311
708 2962 586042
151 2581 705182
200 2856 532961
44 2529 123408
624 3788 518771
2063 3086 40477
3568 3979 681271
535 3635 53757
1932 1981 869562
1692 3193 622372
653 1856 503431
250 1155 174011
11 1432 210562
2745 2891 98958
2154 2678 475581
1093 1277 983019
1012 1754 330997
1546 3378 810631
1487 3526 960914
3050 3070 238606
1277 1422 423610
1206 1527 100765
3217 3310 240775
2055 2132 563665
560 1090 762694
1023 2188 863786
42 3941 860797
3391 3670 50695
1157 2022 434572
206 3289 157994
1979 2247 587270
1857 3184 341148
2753 2974 124810
101 884 471216
118 2325 503775
2813 3347 773962
2951 3389 322254
101 2779 829924
1153 2796 867080
793 1720 819637
3039 3714 793615
1247 3337 325151
221 837 71903
673 1647 277138
791 863 523462
990 3603 802808
2905 3304 614548
1559 3005 289679
2152 3835 155183
3267 3872 171975
2904 3937 611365
871 3625 380611
462 2022 613183
2277 2460 549856
3415 3675 270646
664 3229 54600
2390 3968 765504
938 1878 296861
2064 2969 699364
1330 2504 891235
585 2479 579524
1807 2196 835148
181 3160 31961
695 2457 778421
2224 2551 62095
1452 1549 903110
501 3841 559077
1131 2358 901306
99 3219 243369
2583 2603 485050
1433 2171 929634
2047 3981 919793
1547 3140 747973
1509 3834 518781
2737 3930 993004
285 2377 210456
1138 1487 490296
917 3495 963426
2223 3065 435877
1945 1999 62831
521 2995 16263
982 2567 940243
114 775 731734
748 1622 487568
1903 3881 790304
279 886 426940
1765 3342 968429
1990 2681 663923
1256 1769 842987
1646 3552 721338
477 2546 673858
1092 3879 796425
653 1336 956890
1422 1752 670863
990 1633 716765
2870 3646 673043
2211 2939 959159
200 3368 134192
1968 3644 615799
2983 3965 647350
321 441 230247
1533 2532 294126
3220 3309 275130
199 641 921234
1983 3062 234866
179 1980 241735
918 1574 152297
638 733 456848
281 3277 635168
3076 3615 123132
288 2426 499925
1026 2819 781809
2127 3152 425380
2282 2325 162372
1738 3516 480354
1916 2734 202334
821 3489 271603
573 1470 656592
2319 3850 21224
1839 2925 724839
1323 1703 5126
1248 2728 535944
2231 3409 630070
789 864 760746
380 3162 82483
3465 3868 344750
638 2202 220590
2158 2459 669162
1129 2750 341011
2967 3975 368288
290 1166 398342
1889 2292 661421
1298 2588 968003
1010 2086 76866
1599 1756 425597
591 1467 249062
20 1341 338051
1931 2529 328509
1279 3093 193638
457 1605 84956
1097 3122 609245
1413 3791 299134
352 1564 452783
1361 1567 979220
2433 3116 40819
31 3706 150637
1398 1445 994656
3328 3848 877185
357 2772 454815
2347 3580 748771
1028 3304 483892
901 1170 181656
387 2733 378007
651 1170 735719
391 3084 982834
1562 3466 750891
199 1262 384640
1109 3207 588319
744 1817 31090
516 3559 603022
171 682 672401
574 1071 637571
1810 2582 192655
589 2979 789306
308 3721 20741
1634 3494 312558
1832 2737 913819
1039 3377 678927
2134 3696 969095
2045 3139 461610
2513 2726 274132
2914 3652 983203
837 2233 953364
1845 3174 88342
3151 3833 916415
244 3679 962048
802 2415 892232
2144 2621 701622
1900 2191 783755
1681 2995 109799
193 958 944877
3090 3459 256528
647 2645 742760
9 2491 814285
704 1641 174118
1471 2236 837796
3037 3871 72562
455 1657 746705
2077 3908 964896
2185 3255 790928
212 3984 795121
861 3653 198931
1741 2650 123577
502 3010 794420
65 3139 968060
1257 1535 214296
1406 3405 845684
2212 3968 743341
289 2673 135248
2473 3921 506854
2808 2850 803417
21 2323 299070
1606 1761 526071
1535 2614 405080
1753 3955 57145
368 3009 915031
2414 3016 940788
700 2733 543000
393 1757 423288
1678 3994 398112
879 2848 60919
2266 3553 389291
1158 1336 607052
3044 3759 489665
1191 2999 851417
2336 3366 382778
1720 2381 921543
2508 3080 540275
1860 3825 502031
1148 3818 288060
2665 3612 689290
884 930 500842
2175 2617 954351
1227 2375 173395
3245 3566 952393
2253 2662 292110
1792 3972 406842
2832 3335 142273
691 3962 758097
2191 2346 905914
2154 2406 92579
49 3037 121508
891 1564 808125
2790 3595 194851
1342 2034 686768
1048 2087 341021
2197 2839 105344
1039 2526 920527
2839 3664 329570
1184 1762 755760
3676 3942 146265
607 3990 45654
1232 2468 843217
1178 2593 146006
1796 2519 476392
565 605 685791
1586 2801 640629
191 3282 811506
3810 3855 222345
1732 1968 891528
1643 1844 139821
109 2602 140162
1069 1763 393394
13 980 402923
1808 3339 309442
83 2372 98046
309 1874 577199
2855 3943 153741
104 2362 969947
1059 1835 783914
587 3678 17909
761 3786 764510
923 1901 177930
2669 2880 549942
1593 2570 591749
2652 3035 506473
525 1433 635133
2984 3380 83075
726 2093 287178
3025 3151 577012
89 2940 741041
849 1201 892827
2063 2124 627079
792 3993 237958
1935 2736 936880
2036 2122 167531
509 3907 648408
2890 3995 503787
3070 3967 577879
2249 2992 609381
2283 3613 973469
655 3835 326318
1834 1897 840793
913 1889 393936
175 3223 388672
103 2562 167145
3423 3635 311051
43 3417 430293
182 2486 162259
1086 2413 509602
699 3794 256236
1263 1353 420070
3538 3933 798318
450 1078 52558
3015 3672 732732
39 127 979646
113 3184 267068
155 2236 746484
529 688 500969
3100 3140 334055
1095 3245 339105
859 1331 740809
1144 1754 948346
72 2221 105147
631 1587 932818
1625 1715 917296
809 1361 193408
781 3396 925914
276 3265 618601
235 3767 882052
861 2642 325648
1747 2192 406507
297 2908 2
368 3254 430574
401 1350 92161
1571 3417 406137
1129 2868 23297
628 1910 254692
1174 2543 563319
1496 1760 595086
753 3901 892298
1549 2499 194841
408 1758 439137
410 1011 939857
1763 3337 233206
3334 3498 84622
1635 2553 473751
933 3180 667660
2074 3977 929185
3570 3649 242945
3087 3470 975697
1370 3385 466548
1778 2579 456305
1716 2539 409668
1573 2227 915430
1724 2780 939115
3711 3754 881667
995 1857 969199
1323 1517 127624
971 2703 975545
409 2000 395014
1697 3794 260736
245 2372 462865
439 903 517755
2012 2571 855982
1143 2001 86057
1117 1248 97767
3105 3136 947113
687 973 372436
312 3675 969758
1674 3857 334167
3224 3723 357960
319 3960 268683
1221 3177 505473
143 932 491836
914 2496 977330
2972 3612 46578
1091 3099 206034
138 205 607006
449 993 695033
657 2751 196706
918 3880 636780
191 3230 449099
265 3367 122671
651 1739 550814
1575 1916 681661
887 2906 421624
1836 2330 168722
2534 3870 924859
2876 3526 817659
1909 2276 306316
2968 3546 818547
100 2775 98738
1199 3040 642456
223 778 967458
2704 3389 413374
1050 1961 582612
2674 3796 572941
3665 3748 847826
960 2893 263351
1153 2619 821979
120 935 857876
572 3483 212650
2122 2573 187689
1381 2344 804818
840 2084 555874
2214 3133 901834
826 2158 405630
2120 2258 789646
1946 3217 660890
1650 1835 198043
3122 3981 630514
1857 2956 595085
1880 2507 57207
2549 3260 655902
451 3719 941986
3016 3593 113470
194 1428 75628
2313 3410 29885
258 1408 901101
1907 2299 23287
342 1887 186408
3208 3743 241715
2294 2602 771594
1502 3853 934854
1220 3755 731656
1165 1741 542672
2944 3564 466865
2353 3192 77177
1429 3760 737786
2410 2882 195693
2521 2751 821931
1282 2311 958026
604 2997 332979
808 2592 134480
562 1798 200051
1454 2655 569215
478 2218 660158
1761 3343 394862
872 3541 46622
2659 2774 309031
1294 2704 380134
987 2575 890444
1572 3013 951399
344 515 620206
2664 2824 69119
469 2876 240125
443 947 246694
602 641 680806
1513 3464 572346
523 2438 855119
3578 3822 68765
308 564 399691
3104 3929 89614
272 2503 910128
3061 3096 828791
532 2323 93612
658 2765 214558
3352 3718 207550
159 3534 633414
857 2323 229936
329 2144 741865
1094 2803 958429
1137 1906 386709
760 2752 326980
880 3820 946427
704 2024 445101
1361 3988 875866
1064 2546 447935
1574 2096 523468
2431 3511 181791
1799 3111 248286
556 3665 103089
1692 2446 152994
443 1155 382106
487 1675 894277
50 3267 274980
37 368 280692
586 2934 641756
522 1381 71681
342 891 626463
2485 3042 677573
2772 3058 810128
1503 1861 940172
3009 3207 124614
1313 3495 822640
3113 3943 346689
2923 3481 823077
418 3616 950010
1291 1724 451391
1405 1633 960633
117 221 224026
1794 2888 467083
275 1100 164585
447 659 735945
1413 2323 475440
54 2265 878552
1540 3095 390384
1155 2173 886802
535 3230 332092
278 986 766076
912 1206 854193
938 3000 877432
374 3626 938884
72 1311 191542
1257 1484 533864
1049 1537 376481
984 3953 478020
2338 3156 635526
1492 3690 490755
1936 3968 631740
13 1231 201298
2520 2558 844297
2893 3990 919922
204 2874 368345
1460 2768 797828
985 2860 63717
1466 2812 512700
1501 3838 484207
2992 3364 928248
1280 2471 812567
1292 2563 614149
3849 3861 40669
190 510 591913
784 3416 916116
1129 2183 781927
3310 3519 181138
984 3027 475950
79 1173 89450
286 536 424794
886 3006 814073
1454 1921 539716
1781 3603 939564
272 2291 440105
538 3074 947520
203 1006 686055
2934 3512 189573
424 2890 350909
374 2968 648081
2177 3605 232969
490 3323 596326
1396 1943 886246
1464 1898 304027
1380 2169 210317
1485 3058 41390
64 1358 681944
3349 3413 929807
986 3772 848696
146 3895 467663
329 2674 303619
1298 1996 252109
1624 3743 642051
1206 3871 603948
250 2937 178469
421 2567 957526
309 1778 889941
1542 2254 241289
61 2528 709061
1110 2774 285558
1125 3454 576583
745 751 490578
854 2727 390672
2597 3257 300229
2846 3558 675165
1764 2379 471937
257 2424 638067
1029 2199 859608
1442 3488 842487
901 2551 937613
2459 3675 793066
419 3042 641817
1624 1972 112895
881 996 543491
438 1577 786688
1094 3168 52803
1032 3424 383226
1622 3099 976255
1462 3059 761696
1547 2362 104598
1173 3160 956272
566 578 653043
2747 2890 930666
237 3642 463898
1814 3485 340335
2525 2907 803854
290 3328 779278
2907 3388 189251
2799 3514 275064
345 1562 745778
2160 3856 403302
785 2784 307867
3532 3827 499108
2494 3173 851345
2392 2658 697510
1182 3080 196416
862 3286 852706
2916 3768 304445
168 3281 927595
842 3584 531939
1362 3353 604146
664 2136 420931
884 2315 656814
344 1160 391986
41 3551 718995
1551 2982 908177
2320 2620 45038
1535 3378 29157
175 2054 836789
1638 3771 229630
62 3351 861334
15 209 655469
1250 1492 297783
1593 2306 718942
1986 2644 382845
1640 3536 146178
1817 1855 812797
1584 3207 194684
364 1759 964737
1153 1529 914374
1590 3135 305725
821 2150 542091
290 3641 447692
2298 2426 521636
942 1720 131621
917 2581 975157
749 3096 281363
245 307 902947
1022 3281 660705
19 2526 998585
2012 2745 448526
470 2832 614676
2913 3473 950668
1898 2605 596966
242 3970 978259
215 886 297191
333 3724 978291
930 1088 66597
210 387 623970
580 1444 454495
29 3325 820506
146 555 583337
3059 3583 431161
2015 2252 629059
2608 3570 961380
2181 2823 778265
2546 3372 258598
2015 3985 247879
371 964 908088
934 1814 236668
2194 3429 147992
287 3101 464137
2683 3976 243547
1286 3137 417562
548 1207 24169
1928 3387 711343
194 3110 937889
1124 3144 17873
2087 3023 370596
3372 3463 656761
483 2800 874955
827 3438 506407
1317 3413 133089
864 2902 254727
2778 3449 951933
1377 2948 235672
1922 2643 886781
532 1417 916257
791 2758 390695
253 1354 934067
1088 2115 517218
1422 1914 960656
3230 3829 880420
446 1271 191321
350 3223 38770
283 2522 900498
307 1165 38419
2048 3089 743835
805 3698 264625
2510 2745 25229
812 977 262316
2383 2750 640230
2579 3039 655811
201 3811 36256
550 3133 715479
1184 2255 234000
1491 2753 303164
931 1524 893564
980 1711 990368
2688 3724 513230
888 3917 86206
2586 3270 133307
2660 3168 128237
2470 2979 720437
1602 3588 197338
208 3067 510874
1419 2960 896716
835 936 241646
2500 2545 10977
1220 1232 562700
1501 2450 863587
438 1008 430856
2316 3605 741515
2553 2935 192337
2522 3343 458290
1033 1940 94498
3711 3907 517809
623 646 766644
2621 3145 101188
716 1598 818772
651 3166 944624
238 525 741061
2840 3447 364665
1314 1745 503951
1439 1651 678825
2471 3942 604764
2730 2792 548474
601 3352 329471
2325 3245 324967
786 3922 41683
572 3558 509200
534 1162 813724
608 1595 604916
1921 2612 494660
2563 3924 752450
1388 3865 542920
2505 2656 409649
2979 3608 249353
803 2853 303677
1770 3990 99950
3453 3899 200874
432 653 470035
2026 2378 370994
637 3646 128914
2658 3551 968837
939 3108 349053
2380 3443 364060
382 2773 531668
1735 3575 134872
1345 1764 274861
1149 2066 803111
2154 2940 631542
883 1327 533919
321 528 874907
1236 3185 158457
2292 2425 63395
671 3479 227189
1052 3891 681962
3138 3559 789888
1253 2431 359584
1644 3319 432733
755 2610 34886
649 3937 496120
257 2568 388647
1475 1844 239831
269 285 318474
99 3680 167496
3222 3989 712900
1536 3548 204037
2330 3424 493642
326 3361 648960
94 1080 903569
2081 3332 243857
648 3452 8114
451 2475 357957
282 2759 778577
2790 3108 102675
2011 2604 727016
3504 3898 150563
3674 3894 57244
1536 3034 205569
2848 3479 915001
2769 2810 817081
2613 2627 962080
2741 3063 224906
1050 3696 247664
2803 3628 642806
1406 2303 121168
1262 1319 881066
234 1155 228739
1831 2690 40124
1537 3752 231602
657 3105 354411
538 3283 937375
2375 2619 852789
3425 3877 340484
3052 3894 751638
1706 2700 737395
3377 3868 10656
1286 3962 291810
1792 2377 590851
1896 2501 556739
1000 2103 609396
866 1538 992678
508 2593 747405
384 3382 198829
277 3866 158232
3328 3504 211937
900 3548 119665
833 3908 515627
3562 3719 489770
2414 2570 247665
869 3310 220665
1058 1734 742202
327 2088 290709
1493 3708 607444
322 3926 423721
2906 3781 415048
1032 2844 702595
940 2861 683780
